t_s,x_east,y_north,v_east,v_north,a_cmd,path_idx,cte_m
1.025298213958740234e+01,4.334843063354492188e+01,-9.311346411705017090e-01,4.996265888214111328e+00,-9.289994835853576660e-02,-2.632631422491572143e-02,8.700000000000000000e+01,3.898766136164905083e-02
1.050115108489990234e+01,4.459789276123046875e+01,-9.571858644485473633e-01,4.998746395111083984e+00,-9.285897016525268555e-02,-2.784380277629025166e-02,9.000000000000000000e+01,2.329093761090316461e-01
1.074939322471618652e+01,4.584902954101562500e+01,-9.826772809028625488e-01,5.000950336456298828e+00,-9.292835742235183716e-02,-2.792581193734320830e-02,9.200000000000000000e+01,4.951290861793499615e-02
1.100045013427734375e+01,4.709757995605468750e+01,-1.008500814437866211e+00,5.002402782440185547e+00,-9.346172958612442017e-02,-2.909219048060485494e-02,9.500000000000000000e+01,2.211871943894168913e-01
1.124893808364868164e+01,4.835628509521484375e+01,-1.035395860671997070e+00,5.003108024597167969e+00,-9.475643932819366455e-02,-2.778771382806111828e-02,9.700000000000000000e+01,6.560082688908763782e-02
1.149946308135986328e+01,4.960378646850585938e+01,-1.062010884284973145e+00,5.001353263854980469e+00,-9.559411555528640747e-02,-2.839463946150665857e-02,1.000000000000000000e+02,2.028593126955955395e-01
1.174977827072143555e+01,5.085666656494140625e+01,-1.088277459144592285e+00,4.997935295104980469e+00,-9.626559913158416748e-02,-2.759207434251596466e-02,1.020000000000000000e+02,7.815367150603282076e-02
1.199636006355285645e+01,5.211449432373046875e+01,-1.114677548408508301e+00,4.993940353393554688e+00,-9.704600274562835693e-02,-2.837957230465638914e-02,1.050000000000000000e+02,1.807622224649567122e-01
1.225505113601684570e+01,5.338938903808593750e+01,-1.141210079193115234e+00,4.988193988800048828e+00,-9.840199351310729980e-02,-2.710330768950114724e-02,1.070000000000000000e+02,1.193344418984833427e-01
1.250452208518981934e+01,5.464620971679687500e+01,-1.168411016464233398e+00,4.980815410614013672e+00,-1.005815714597702026e-01,-2.644972156859379253e-02,1.100000000000000000e+02,1.395130288610055003e-01
1.275173926353454590e+01,5.590073013305664062e+01,-1.195812582969665527e+00,4.973216533660888672e+00,-1.027134582400321960e-01,-2.406729303256147437e-02,1.120000000000000000e+02,1.425571454301130525e-01
1.299877715110778809e+01,5.714964294433593750e+01,-1.223910331726074219e+00,4.966968059539794922e+00,-1.044552028179168701e-01,-2.338246831911821103e-02,1.150000000000000000e+02,1.247321283140811338e-01
1.325073313713073730e+01,5.840157318115234375e+01,-1.252981543540954590e+00,4.962846279144287109e+00,-1.057546958327293396e-01,-2.126237142882839853e-02,1.170000000000000000e+02,1.554395374966266452e-01
1.349763417243957520e+01,5.964743804931640625e+01,-1.282083511352539062e+00,4.959062099456787109e+00,-1.066008210182189941e-01,-2.094760636981882543e-02,1.200000000000000000e+02,1.140005123079859545e-01
1.375152897834777832e+01,6.089181137084960938e+01,-1.311062216758728027e+00,4.955482482910156250e+00,-1.068642735481262207e-01,-1.965929055566386502e-02,1.220000000000000000e+02,1.581507241359834670e-01
1.400278401374816895e+01,6.214088439941406250e+01,-1.339282989501953125e+00,4.955029487609863281e+00,-1.071818172931671143e-01,-2.011198214311947161e-02,1.250000000000000000e+02,1.076159431240499564e-01
1.424876999855041504e+01,6.339456939697265625e+01,-1.368128895759582520e+00,4.955202579498291016e+00,-1.082443669438362122e-01,-1.844634931254585455e-02,1.270000000000000000e+02,1.732039952453635900e-01
1.450113987922668457e+01,6.465562438964843750e+01,-1.397529840469360352e+00,4.954016208648681641e+00,-1.095321178436279297e-01,-1.783318603957576368e-02,1.300000000000000000e+02,8.331872279459810737e-02
1.474872922897338867e+01,6.590306091308593750e+01,-1.426643133163452148e+00,4.953398227691650391e+00,-1.104085668921470642e-01,-1.620066159539094997e-02,1.320000000000000000e+02,1.936333391686713146e-01
1.500305008888244629e+01,6.714668273925781250e+01,-1.455616354942321777e+00,4.954004287719726562e+00,-1.112722456455230713e-01,-1.587447524543358912e-02,1.350000000000000000e+02,7.870452812529145359e-02
1.525189924240112305e+01,6.839424133300781250e+01,-1.484070658683776855e+00,4.955599784851074219e+00,-1.122125908732414246e-01,-1.449260522591812664e-02,1.370000000000000000e+02,1.976790399320824121e-01
1.550027489662170410e+01,6.963457489013671875e+01,-1.512878656387329102e+00,4.956368446350097656e+00,-1.134909018874168396e-01,-1.382029900791383915e-02,1.400000000000000000e+02,7.705545493820313563e-02
1.575060200691223145e+01,7.087660980224609375e+01,-1.542012333869934082e+00,4.956902503967285156e+00,-1.148611158132553101e-01,-1.186932157304675800e-02,1.420000000000000000e+02,1.930391424060145245e-01
1.599869894981384277e+01,7.211524963378906250e+01,-1.571379542350769043e+00,4.960980892181396484e+00,-1.165070459246635437e-01,-1.072614941134006870e-02,1.450000000000000000e+02,8.035081536413996028e-02
1.624749517440795898e+01,7.336498260498046875e+01,-1.601833581924438477e+00,4.967459201812744141e+00,-1.180246546864509583e-01,-8.531381502110224266e-03,1.470000000000000000e+02,1.938810805112634594e-01
1.650243210792541504e+01,7.462525939941406250e+01,-1.632428526878356934e+00,4.972540855407714844e+00,-1.190153360366821289e-01,-7.638658491471290307e-03,1.500000000000000000e+02,5.935521014827116471e-02
1.675344419479370117e+01,7.587496948242187500e+01,-1.662515878677368164e+00,4.975349903106689453e+00,-1.197693198919296265e-01,-6.141575058142940795e-03,1.520000000000000000e+02,2.159567255583288992e-01
1.699972200393676758e+01,7.712598419189453125e+01,-1.692134857177734375e+00,4.976583480834960938e+00,-1.204804554581642151e-01,-5.535382056070859910e-03,1.550000000000000000e+02,4.750362615999850768e-02
1.725048804283142090e+01,7.837460327148437500e+01,-1.722291350364685059e+00,4.977336406707763672e+00,-1.214357167482376099e-01,9.203001994174571376e-03,1.570000000000000000e+02,2.282021910754144234e-01
1.750272107124328613e+01,7.963154602050781250e+01,-1.753264904022216797e+00,4.976819515228271484e+00,-1.217966675758361816e-01,4.818951047843043206e-02,1.600000000000000000e+02,3.466221518597399631e-02
1.775097107887268066e+01,8.087924957275390625e+01,-1.784093141555786133e+00,4.975806713104248047e+00,-1.179667189717292786e-01,8.922820801873326824e-02,1.620000000000000000e+02,2.453404163680522609e-01
1.800003004074096680e+01,8.212893676757812500e+01,-1.812809586524963379e+00,4.971793651580810547e+00,-1.050937399268150330e-01,1.577619745263378059e-01,1.650000000000000000e+02,3.009415448221727449e-02
