vehicle,condition,perturbation,law,route,seed,score,completed,sat_fraction
fixed_wing,typical,velocity noise,lead_vf,2004,0,0.0405269137467211,True,0.019772822885990745
fixed_wing,typical,velocity noise,lead_vf,2004,1,0.02891932315211685,True,0.0023956194387405884
fixed_wing,typical,velocity noise,lead_vf,2005,0,0.034427800525727914,True,0.00789127575624726
fixed_wing,typical,velocity noise,lead_vf,2005,1,0.03010307298475684,True,0.001787629603146228
fixed_wing,typical,velocity noise,lead_vf,2006,0,0.04488575858973026,True,0.019435276861019434
fixed_wing,typical,velocity noise,lead_vf,2006,1,0.03738720578333472,True,0.003945480631276901
fixed_wing,typical,velocity noise,lead_vf,2007,0,0.03423074857372696,True,0.0064285714285714285
fixed_wing,typical,velocity noise,lead_vf,2007,1,0.03374188641130847,True,0.005378271782000717
fixed_wing,typical,velocity noise,lead_vf,2008,0,0.06690015638673175,True,0.06994489190334888
fixed_wing,typical,velocity noise,lead_vf,2008,1,0.05008795077035416,True,0.06422413793103449
fixed_wing,typical,velocity noise,lead_vf,2009,0,0.042443282669704305,True,0.012327231976092642
fixed_wing,typical,velocity noise,lead_vf,2009,1,0.04288801378624593,True,0.011926273942898446
fixed_wing,typical,velocity noise,lead_vf,2010,0,0.035249603035375554,True,0.007174172977281785
fixed_wing,typical,velocity noise,lead_vf,2010,1,0.03626930082595954,True,0.015556441962504986
fixed_wing,typical,velocity noise,lead_vf,2011,0,0.030897140794795476,True,0.0017580872011251757
fixed_wing,typical,velocity noise,lead_vf,2011,1,0.04167700704065265,True,0.026712623869021974
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2000,0,0.031379495361829574,True,0.0026505111700113595
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2000,1,0.027171696078149184,True,0.0007524454477050414
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2001,0,0.026308778315011896,True,0.0034965034965034965
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2001,1,0.027848398993017526,True,0.0010630758327427356
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2002,0,0.03217813088973989,True,0.0075055187637969095
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2002,1,0.0258433298821521,True,0.0
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2003,0,0.03569555086476624,True,0.004866180048661801
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2003,1,0.029167352777154192,True,0.0023355391202802647
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2004,0,0.03388803442446947,True,0.01343408900083963
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2004,1,0.02651178469491227,True,0.002389078498293515
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2005,0,0.03455084934867586,True,0.003056768558951965
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2005,1,0.02714186318329772,True,0.0017825311942959
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2006,0,0.032540570413869895,True,0.01060329067641682
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2006,1,0.026621042582701086,True,0.0017889087656529517
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2007,0,0.02924609025570387,True,0.002491990032039872
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2007,1,0.03388583682689382,True,0.0014290818149339049
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2008,0,0.040279029321722906,True,0.04560810810810811
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2008,1,0.033232903053103266,True,0.015463917525773196
fixed_wing,typical,sensor delay 0.2 s,pure_pursuit,2009,0,0.033476933278145354,True,0.010432190760059613
