t,x,y,a_cmd,a_sat,cte
6.300000000000000711e+00,4.227146973743096225e+01,-6.242702755766599276e-01,2.899899393334678596e-02,2.899899393334678596e-02,1.827187926879782764e-01
6.350000000000000533e+00,4.260577301045990595e+01,-6.201827725003704606e-01,4.441407729311722813e-02,4.441407729311722813e-02,2.722760260102723984e-01
6.400000000000000355e+00,4.294220883819178880e+01,-6.172305226312697624e-01,6.975763657046209210e-02,6.975763657046209210e-02,2.016014164817052923e-01
6.450000000000000178e+00,4.327892812789041699e+01,-6.158830556946560675e-01,9.189909706991442051e-02,9.189909706991442051e-02,1.604656565895804798e-01
6.500000000000000000e+00,4.362171570954083677e+01,-6.158182593236183333e-01,1.324594662203261441e-01,1.324594662203261441e-01,2.448066608397490296e-01
6.550000000000000711e+00,4.396308922303190769e+01,-6.179976148283377047e-01,1.187585662101244971e-01,1.187585662101244971e-01,2.123457898518337217e-01
6.600000000000000533e+00,4.430334586163865396e+01,-6.195834327716250867e-01,1.374066786172079557e-01,1.374066786172079557e-01,1.488097880531915329e-01
6.650000000000000355e+00,4.464545012244765587e+01,-6.221861888459238044e-01,1.988808309872384661e-01,1.988808309872384661e-01,2.183362783085674719e-01
6.700000000000000178e+00,4.498685437581990243e+01,-6.279257964898099509e-01,4.069104897465587040e-02,4.069104897465587040e-02,2.345831791308314873e-01
6.750000000000000000e+00,4.532586273782689545e+01,-6.256752837877733731e-01,6.527283266225417102e-02,6.527283266225417102e-02,1.457200171010175349e-01
6.800000000000000711e+00,4.566745503170163545e+01,-6.249323276979497077e-01,1.003710937001784376e-01,1.003710937001784376e-01,1.918540269739950899e-01
6.850000000000000533e+00,4.600529850187474068e+01,-6.262181822211208004e-01,8.454749832219553285e-02,8.454749832219553285e-02,2.475977202073203765e-01
6.900000000000000355e+00,4.634291922106979200e+01,-6.268365897984685686e-01,1.380231505446896378e-01,1.380231505446896378e-01,1.423030596879381326e-01
6.950000000000000178e+00,4.667840317680089868e+01,-6.303065462376892247e-01,1.026227257777172219e-01,1.026227257777172219e-01,1.757536427790871714e-01
7.000000000000000000e+00,4.701751627306799008e+01,-6.319749049620426717e-01,1.003555977360070239e-01,1.003555977360070239e-01,2.613867860511935870e-01
7.050000000000000711e+00,4.735545708756382766e+01,-6.336438660726928518e-01,2.421194643472017460e-01,2.421194643472017460e-01,1.464763505993150472e-01
7.100000000000000533e+00,4.769182620297635111e+01,-6.425153217538761563e-01,2.902323442132501707e-01,2.902323442132501707e-01,1.643296685846302452e-01
7.150000000000000355e+00,4.802834735112796949e+01,-6.535125354029949207e-01,3.152414929452610481e-01,3.152414929452610481e-01,2.825145544896149885e-01
7.200000000000000178e+00,4.836205000785984254e+01,-6.654038895665727038e-01,3.688535434476247210e-01,3.688535434476247210e-01,1.716377714542615396e-01
7.250000000000000000e+00,4.869755907529056316e+01,-6.795170939376595776e-01,3.249914308387920614e-01,3.249914308387920614e-01,1.803805466512420075e-01
7.300000000000000711e+00,4.902910665202094975e+01,-6.909479629532384592e-01,3.644211852547780128e-01,3.644211852547780128e-01,2.975998552433413713e-01
7.350000000000000533e+00,4.936253212871395135e+01,-7.039116021707290116e-01,3.683882507813344143e-01,3.683882507813344143e-01,2.000643204237312345e-01
7.400000000000000355e+00,4.969730309767336252e+01,-7.165628889767223786e-01,4.223068983551024891e-01,4.223068983551024891e-01,2.016820802838008020e-01
7.450000000000000178e+00,5.003270911698871970e+01,-7.314218482069116956e-01,3.464338819887368692e-01,3.464338819887368692e-01,3.069839538236973642e-01
7.500000000000000000e+00,5.037014753394750244e+01,-7.418637224280251186e-01,3.004035305952830748e-01,3.004035305952830748e-01,2.311832482185711690e-01
7.550000000000000711e+00,5.070907487003205460e+01,-7.496156052872928743e-01,2.626579693761775247e-01,2.626579693761775247e-01,2.171235204741208957e-01
7.600000000000000533e+00,5.103778154178426263e+01,-7.554889107246395286e-01,2.496229783774994992e-01,2.496229783774994992e-01,3.067585047333105108e-01
7.650000000000000355e+00,5.136630344802162540e+01,-7.605938181405694776e-01,2.247522621692013833e-01,2.247522621692013833e-01,2.400005630748888730e-01
7.700000000000000178e+00,5.169303656982458506e+01,-7.644142894905481267e-01,2.174459060007347400e-01,2.174459060007347400e-01,2.235877084213507837e-01
